,Scoring,Start,Start_Frame,Stop,Stop_Frame,Subject,Behaviour,Value,Partner,Initiation,Termination,_event,_interaction_subject_id,_percentage_start,_percentage_stop,_scope,_scoring_id,_social,_subject_id,_type,_type_name,_value,_value_color,_variable_id
13,1816_C1_542_4wk,149.46666666666667,4484,151.0,4530.0,1,Investigating,Right Object,,,,False,,0.41414981065853884,0.4183984483236354,3,54,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,520,#004080,516
14,1816_C1_542_4wk,159.9,4797,161.3,4839.0,1,Investigating,Right Object,,,,False,,0.44305901911886947,0.44693821003047934,3,54,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,520,#004080,516
15,1816_C1_542_4wk,167.83333333333334,5035,170.66666666666666,5120.0,1,Investigating,Right Object,,,,False,,0.4650411009513254,0.47289184446291677,3,54,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,520,#004080,516
16,1816_C1_542_4wk,202.4,6072,203.73333333333332,6112.0,1,Investigating,Left Object,,,,False,,0.5608201717927404,0.5645146393276069,3,54,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,519,#ff8040,516
17,1816_C1_542_4wk,207.13333333333333,6214,208.3,6249.0,1,Investigating,Left Object,,,,False,,0.5739355315415166,0.5771681906345248,3,54,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,519,#ff8040,516
18,1816_C1_542_4wk,209.53333333333333,6286,219.4,6582.0,1,Investigating,Left Object,,,,False,,0.5805855731042764,0.6079246328622887,3,54,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,519,#ff8040,516
19,1816_C1_542_4wk,221.13333333333333,6634,224.6,6738.0,1,Investigating,Right Object,,,,False,,0.6127274406576152,0.6223330562482682,3,54,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,520,#004080,516
20,1816_C1_542_4wk,225.36666666666667,6761,226.06666666666666,6782.0,1,Investigating,Right Object,,,,False,,0.6244573750808164,0.6263969705366214,3,54,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,520,#004080,516
21,1816_C1_542_4wk,238.43333333333334,7153,240.66666666666666,7220.0,1,Investigating,Left Object,,,,False,,0.6606631569225085,0.66685139004341,3,54,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,519,#ff8040,516
22,1816_C1_542_4wk,254.26666666666668,7628,257.73333333333335,7732.0,1,Investigating,Right Object,,,,False,,0.7045349588990487,0.7141405744897017,3,54,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,520,#004080,516
23,1816_C1_542_4wk,260.23333333333335,7807,268.8666666666667,8066.0,1,Investigating,Right Object,,,,False,,0.7210677011175765,0.7449893784058372,3,54,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,520,#004080,516
24,1816_C1_542_4wk,272.3333333333333,8170,279.06666666666666,8372.0,1,Investigating,Right Object,,,,False,,0.7545949939964902,0.7732520550475662,3,54,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,520,#004080,516
25,1816_C1_542_4wk,279.7,8391,319.26666666666665,9578.0,1,Investigating,Right Object,,,,False,,0.7750069271266279,0.8846402512237924,3,54,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,520,#004080,516
26,1816_C1_542_4wk,328.43333333333334,9853,329.26666666666665,9878.0,1,Investigating,Left Object,,,,False,,0.9100397155259998,0.9123487577352914,3,54,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,519,#ff8040,516
27,1816_C1_542_4wk,332.73333333333335,9982,334.6666666666667,10040.0,1,Investigating,Left Object,,,,False,,0.9219543733259444,0.9273113512515009,3,54,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,519,#ff8040,516
28,1816_C1_542_4wk,344.8666666666667,10346,345.96666666666664,10379.0,1,Investigating,Right Object,,,,False,,0.9555740278932299,0.9586219636094948,3,54,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,520,#004080,516
29,1816_C1_542_4wk,358.46666666666664,10754,,,1,Start/End,End,,,,True,,0.9932575967488686,0.9932575967488686,3,54,0,54,LOOPY_scoring_event_nonsocial,Nonsocial Event,523,#e80000,517
0,1816_C3_692_4wk,2.466666666666667,74,,,1,Start/End,Start,,,,True,,0.0068290882244370615,0.0068290882244370615,3,55,0,54,LOOPY_scoring_event_nonsocial,Nonsocial Event,522,#00c600,517
1,1816_C3_692_4wk,5.733333333333333,172,6.933333333333334,208.0,1,Investigating,Left Object,,,,False,,0.015873015873015872,0.019195275009228498,3,55,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,519,#ff8040,516
2,1816_C3_692_4wk,11.0,330,11.866666666666667,356.0,1,Investigating,Left Object,,,,False,,0.03045404208194906,0.032853451458102624,3,55,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,519,#ff8040,516
3,1816_C3_692_4wk,16.733333333333334,502,19.133333333333333,574.0,1,Investigating,Right Object,,,,False,,0.04632705795496493,0.05297157622739018,3,55,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,520,#004080,516
4,1816_C3_692_4wk,24.5,735,24.866666666666667,746.0,1,Investigating,Right Object,,,,False,,0.06782945736434108,0.06884459210040605,3,55,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,520,#004080,516
5,1816_C3_692_4wk,28.233333333333334,847,28.866666666666667,866.0,1,Investigating,Left Object,,,,False,,0.07816537467700259,0.0799187892211148,3,55,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,519,#ff8040,516
6,1816_C3_692_4wk,53.2,1596,55.233333333333334,1657.0,1,Investigating,Left Object,,,,False,,0.14728682170542637,0.15291620524178665,3,55,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,519,#ff8040,516
7,1816_C3_692_4wk,56.6,1698,60.86666666666667,1826.0,1,Investigating,Left Object,,,,False,,0.1566998892580288,0.16851236618678478,3,55,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,519,#ff8040,516
8,1816_C3_692_4wk,61.266666666666666,1838,64.8,1944.0,1,Investigating,Left Object,,,,False,,0.16961978589885568,0.17940199335548174,3,55,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,519,#ff8040,516
9,1816_C3_692_4wk,68.5,2055,82.53333333333333,2476.0,1,Investigating,Left Object,,,,False,,0.18964562569213733,0.22849760059062385,3,55,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,519,#ff8040,516
10,1816_C3_692_4wk,86.1,2583,87.26666666666667,2618.0,1,Investigating,Right Object,,,,False,,0.23837209302325582,0.24160206718346253,3,55,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,520,#004080,516
11,1816_C3_692_4wk,96.1,2883,99.96666666666667,2999.0,1,Investigating,Left Object,,,,False,,0.2660575858250277,0.27676264304171283,3,55,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,519,#ff8040,516
12,1816_C3_692_4wk,101.7,3051,102.7,3081.0,1,Investigating,Left Object,,,,False,,0.2815614617940199,0.28433001107419714,3,55,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,519,#ff8040,516
13,1816_C3_692_4wk,104.13333333333334,3124,105.83333333333333,3175.0,1,Investigating,Right Object,,,,False,,0.2882982650424511,0.2930047988187523,3,55,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,520,#004080,516
14,1816_C3_692_4wk,112.13333333333334,3364,113.1,3393.0,1,Investigating,Left Object,,,,False,,0.3104466592838686,0.3131229235880399,3,55,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,519,#ff8040,516
15,1816_C3_692_4wk,117.0,3510,130.6,3918.0,1,Investigating,Left Object,,,,False,,0.3239202657807309,0.36157253599114064,3,55,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,519,#ff8040,516
16,1816_C3_692_4wk,132.23333333333332,3967,133.33333333333334,4000.0,1,Investigating,Left Object,,,,False,,0.3660944998154301,0.36913990402362495,3,55,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,519,#ff8040,516
17,1816_C3_692_4wk,136.1,4083,138.6,4158.0,1,Investigating,Right Object,,,,False,,0.37679955703211515,0.38372093023255816,3,55,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,520,#004080,516
18,1816_C3_692_4wk,144.43333333333334,4333,144.9,4347.0,1,Investigating,Right Object,,,,False,,0.39987080103359174,0.4011627906976744,3,55,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,520,#004080,516
19,1816_C3_692_4wk,155.7,4671,162.6,4878.0,1,Investigating,Right Object,,,,False,,0.43106312292358806,0.45016611295681064,3,55,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,520,#004080,516
20,1816_C3_692_4wk,174.66666666666666,5240,198.7,5961.0,1,Investigating,Left Object,,,,False,,0.4835732742709487,0.5501107419712071,3,55,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,519,#ff8040,516
21,1816_C3_692_4wk,204.2,6126,208.5,6255.0,1,Investigating,Left Object,,,,False,,0.5653377630121816,0.5772425249169435,3,55,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,519,#ff8040,516
22,1816_C3_692_4wk,226.13333333333333,6784,227.2,6816.0,1,Investigating,Left Object,,,,False,,0.6260612772240679,0.6290143964562569,3,55,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,519,#ff8040,516
23,1816_C3_692_4wk,228.8,6864,229.46666666666667,6884.0,1,Investigating,Right Object,,,,False,,0.6334440753045404,0.6352897748246585,3,55,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,520,#004080,516
24,1816_C3_692_4wk,261.9,7857,265.6,7968.0,1,Investigating,Left Object,,,,False,,0.7250830564784053,0.7353266888150609,3,55,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,519,#ff8040,516
25,1816_C3_692_4wk,295.1666666666667,8855,295.3333333333333,8860.0,1,Investigating,Right Object,,,,False,,0.8171834625322998,0.8176448874123293,3,55,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,520,#004080,516
26,1816_C3_692_4wk,325.5,9765,329.46666666666664,9884.0,1,Investigating,Right Object,,,,False,,0.9011627906976745,0.9121447028423773,3,55,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,520,#004080,516
27,1816_C3_692_4wk,331.93333333333334,9958,332.6666666666667,9980.0,1,Investigating,Left Object,,,,False,,0.9189737910668143,0.9210040605389442,3,55,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,519,#ff8040,516
28,1816_C3_692_4wk,340.96666666666664,10229,342.06666666666666,10262.0,1,Investigating,Left Object,,,,False,,0.9439830195644149,0.9470284237726099,3,55,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,519,#ff8040,516
29,1816_C3_692_4wk,358.0,10740,,,1,Start/End,End,,,,True,,0.991140642303433,0.991140642303433,3,55,0,54,LOOPY_scoring_event_nonsocial,Nonsocial Event,523,#e80000,517
0,1816_C1_547_4wk,1.4666666666666666,44,,,1,Start/End,Start,,,,True,,0.004313725490196078,0.004313725490196078,3,57,0,54,LOOPY_scoring_event_nonsocial,Nonsocial Event,522,#00c600,517
1,1816_C1_547_4wk,3.966666666666667,119,5.7,171.0,1,Investigating,Right Object,,,,False,,0.011666666666666667,0.016764705882352942,3,57,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,520,#004080,516
2,1816_C1_547_4wk,11.4,342,12.666666666666666,380.0,1,Investigating,Left Object,,,,False,,0.033529411764705884,0.03725490196078431,3,57,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,519,#ff8040,516
3,1816_C1_547_4wk,15.133333333333333,454,17.1,513.0,1,Investigating,Left Object,,,,False,,0.04450980392156863,0.05029411764705882,3,57,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,519,#ff8040,516
4,1816_C1_547_4wk,18.766666666666666,563,26.233333333333334,787.0,1,Investigating,Right Object,,,,False,,0.05519607843137255,0.07715686274509805,3,57,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,520,#004080,516
5,1816_C1_547_4wk,27.233333333333334,817,29.366666666666667,881.0,1,Investigating,Right Object,,,,False,,0.08009803921568627,0.08637254901960785,3,57,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,520,#004080,516
6,1816_C1_547_4wk,29.966666666666665,899,30.7,921.0,1,Investigating,Right Object,,,,False,,0.08813725490196078,0.09029411764705883,3,57,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,520,#004080,516
7,1816_C1_547_4wk,33.53333333333333,1006,39.56666666666667,1187.0,1,Investigating,Left Object,,,,False,,0.09862745098039216,0.11637254901960785,3,57,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,519,#ff8040,516
8,1816_C1_547_4wk,47.06666666666667,1412,55.86666666666667,1676.0,1,Investigating,Left Object,,,,False,,0.1384313725490196,0.16431372549019607,3,57,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,519,#ff8040,516
9,1816_C1_547_4wk,65.76666666666667,1973,78.0,2340.0,1,Investigating,Left Object,,,,False,,0.1934313725490196,0.22941176470588234,3,57,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,519,#ff8040,516
10,1816_C1_547_4wk,79.9,2397,97.7,2931.0,1,Investigating,Right Object,,,,False,,0.235,0.2873529411764706,3,57,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,520,#004080,516
11,1816_C1_547_4wk,103.66666666666667,3110,114.03333333333333,3421.0,1,Investigating,Right Object,,,,False,,0.30490196078431375,0.3353921568627451,3,57,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,520,#004080,516
12,1816_C1_547_4wk,117.96666666666667,3539,122.96666666666667,3689.0,1,Investigating,Left Object,,,,False,,0.3469607843137255,0.3616666666666667,3,57,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,519,#ff8040,516
13,1816_C1_547_4wk,124.96666666666667,3749,143.46666666666667,4304.0,1,Investigating,Right Object,,,,False,,0.36754901960784314,0.42196078431372547,3,57,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,520,#004080,516
14,1816_C1_547_4wk,158.76666666666668,4763,159.53333333333333,4786.0,1,Investigating,Right Object,,,,False,,0.4669607843137255,0.4692156862745098,3,57,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,520,#004080,516
15,1816_C1_547_4wk,161.5,4845,162.06666666666666,4862.0,1,Investigating,Right Object,,,,False,,0.475,0.4766666666666667,3,57,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,520,#004080,516
16,1816_C1_547_4wk,187.53333333333333,5626,189.9,5697.0,1,Investigating,Left Object,,,,False,,0.5515686274509803,0.5585294117647058,3,57,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,519,#ff8040,516
17,1816_C1_547_4wk,198.43333333333334,5953,199.16666666666666,5975.0,1,Investigating,Right Object,,,,False,,0.5836274509803921,0.5857843137254902,3,57,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,520,#004080,516
18,1816_C1_547_4wk,202.16666666666666,6065,202.9,6087.0,1,Investigating,Right Object,,,,False,,0.5946078431372549,0.596764705882353,3,57,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,520,#004080,516
19,1816_C1_547_4wk,203.9,6117,204.5,6135.0,1,Investigating,Right Object,,,,False,,0.5997058823529412,0.6014705882352941,3,57,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,520,#004080,516
20,1816_C1_547_4wk,207.03333333333333,6211,208.2,6246.0,1,Investigating,Left Object,,,,False,,0.608921568627451,0.6123529411764705,3,57,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,519,#ff8040,516
21,1816_C1_547_4wk,241.96666666666667,7259,242.86666666666667,7286.0,1,Investigating,Right Object,,,,False,,0.7116666666666667,0.7143137254901961,3,57,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,520,#004080,516
22,1816_C1_547_4wk,336.8666666666667,10106,,,1,Start/End,End,,,,True,,0.9907843137254903,0.9907843137254903,3,57,0,54,LOOPY_scoring_event_nonsocial,Nonsocial Event,523,#e80000,517
0,1816_C2_611_4wk,2.033333333333333,61,,,1,Start/End,Start,,,,True,,0.00609878024395121,0.00609878024395121,3,63,0,54,LOOPY_scoring_event_nonsocial,Nonsocial Event,522,#00c600,517
1,1816_C2_611_4wk,11.866666666666667,356,13.7,411.0,1,Investigating,Right Object,,,,False,,0.03559288142371526,0.04109178164367126,3,63,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,520,#004080,516
2,1816_C2_611_4wk,15.366666666666667,461,17.4,522.0,1,Investigating,Right Object,,,,False,,0.04609078184363127,0.052189562087582485,3,63,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,520,#004080,516
3,1816_C2_611_4wk,20.633333333333333,619,23.233333333333334,697.0,1,Investigating,Right Object,,,,False,,0.061887622475504896,0.06968606278744251,3,63,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,520,#004080,516
4,1816_C2_611_4wk,23.866666666666667,716,25.266666666666666,758.0,1,Investigating,Right Object,,,,False,,0.07158568286342731,0.07578484303139373,3,63,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,520,#004080,516
5,1816_C2_611_4wk,27.3,819,27.566666666666666,827.0,1,Investigating,Left Object,,,,False,,0.08188362327534493,0.08268346330733853,3,63,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,519,#ff8040,516
6,1816_C2_611_4wk,35.46666666666667,1064,35.833333333333336,1075.0,1,Investigating,Right Object,,,,False,,0.10637872425514897,0.10747850429914017,3,63,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,520,#004080,516
7,1816_C2_611_4wk,58.666666666666664,1760,59.233333333333334,1777.0,1,Investigating,Left Object,,,,False,,0.17596480703859227,0.17766446710657868,3,63,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,519,#ff8040,516
8,1816_C2_611_4wk,110.13333333333334,3304,110.5,3315.0,1,Investigating,Left Object,,,,False,,0.33033393321335736,0.33143371325734855,3,63,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,519,#ff8040,516
9,1816_C2_611_4wk,112.63333333333334,3379,113.93333333333334,3418.0,1,Investigating,Left Object,,,,False,,0.33783243351329734,0.34173165366926617,3,63,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,519,#ff8040,516
10,1816_C2_611_4wk,119.1,3573,119.56666666666666,3587.0,1,Investigating,Right Object,,,,False,,0.3572285542891422,0.35862827434513095,3,63,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,520,#004080,516
11,1816_C2_611_4wk,136.2,4086,136.56666666666666,4097.0,1,Investigating,Right Object,,,,False,,0.40851829634073183,0.40961807638472303,3,63,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,520,#004080,516
12,1816_C2_611_4wk,148.2,4446,150.96666666666667,4529.0,1,Investigating,Right Object,,,,False,,0.4445110977804439,0.4528094381123775,3,63,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,520,#004080,516
13,1816_C2_611_4wk,153.83333333333334,4615,154.83333333333334,4645.0,1,Investigating,Right Object,,,,False,,0.46140771845630874,0.46440711857628475,3,63,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,520,#004080,516
14,1816_C2_611_4wk,190.6,5718,192.63333333333333,5779.0,1,Investigating,Left Object,,,,False,,0.5716856628674265,0.5777844431113778,3,63,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,519,#ff8040,516
15,1816_C2_611_4wk,225.43333333333334,6763,226.43333333333334,6793.0,1,Investigating,Left Object,,,,False,,0.6761647670465907,0.6791641671665667,3,63,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,519,#ff8040,516
16,1816_C2_611_4wk,288.3333333333333,8650,289.06666666666666,8672.0,1,Investigating,Right Object,,,,False,,0.8648270345930814,0.8670265946810638,3,63,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,520,#004080,516
17,1816_C2_611_4wk,297.93333333333334,8938,318.3666666666667,9551.0,1,Investigating,Right Object,,,,False,,0.8936212757448511,0.9549090181963608,3,63,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,520,#004080,516
18,1816_C2_611_4wk,330.5,9915,,,1,Start/End,End,,,,True,,0.9913017396520696,0.9913017396520696,3,63,0,54,LOOPY_scoring_event_nonsocial,Nonsocial Event,523,#e80000,517
0,1816_C3_696_4wk,3.4,102,,,1,Start/End,Start,,,,True,,0.01004728132387707,0.01004728132387707,3,64,0,54,LOOPY_scoring_event_nonsocial,Nonsocial Event,522,#00c600,517
1,1816_C3_696_4wk,4.8,144,5.9,177.0,1,Investigating,Right Object,,,,False,,0.014184397163120567,0.01743498817966903,3,64,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,520,#004080,516
2,1816_C3_696_4wk,21.966666666666665,659,23.766666666666666,713.0,1,Investigating,Left Object,,,,False,,0.06491331757289204,0.07023246650906226,3,64,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,519,#ff8040,516
3,1816_C3_696_4wk,24.7,741,25.0,750.0,1,Investigating,Left Object,,,,False,,0.07299054373522458,0.07387706855791962,3,64,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,519,#ff8040,516
4,1816_C3_696_4wk,31.833333333333332,955,32.6,978.0,1,Investigating,Left Object,,,,False,,0.09407013396375098,0.09633569739952719,3,64,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,519,#ff8040,516
5,1816_C3_696_4wk,157.3,4719,164.03333333333333,4921.0,1,Investigating,Left Object,,,,False,,0.4648345153664303,0.48473207249802996,3,64,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,519,#ff8040,516
6,1816_C3_696_4wk,164.26666666666668,4928,167.1,5013.0,1,Investigating,Left Object,,,,False,,0.4854215918045705,0.49379432624113473,3,64,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,519,#ff8040,516
7,1816_C3_696_4wk,167.4,5022,180.2,5406.0,1,Investigating,Left Object,,,,False,,0.4946808510638298,0.5325059101654847,3,64,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,519,#ff8040,516
8,1816_C3_696_4wk,182.23333333333332,5467,184.0,5520.0,1,Investigating,Left Object,,,,False,,0.5385145784081954,0.5437352245862884,3,64,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,519,#ff8040,516
9,1816_C3_696_4wk,184.53333333333333,5536,204.56666666666666,6137.0,1,Investigating,Left Object,,,,False,,0.545311268715524,0.6045114263199369,3,64,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,519,#ff8040,516
10,1816_C3_696_4wk,205.5,6165,207.63333333333333,6229.0,1,Investigating,Right Object,,,,False,,0.6072695035460993,0.6135736800630418,3,64,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,520,#004080,516
11,1816_C3_696_4wk,210.66666666666666,6320,211.06666666666666,6332.0,1,Investigating,Right Object,,,,False,,0.6225374310480694,0.623719464144996,3,64,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,520,#004080,516
12,1816_C3_696_4wk,212.33333333333334,6370,213.46666666666667,6404.0,1,Investigating,Right Object,,,,False,,0.6274625689519306,0.6308116627265563,3,64,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,520,#004080,516
13,1816_C3_696_4wk,234.63333333333333,7039,240.06666666666666,7202.0,1,Investigating,Left Object,,,,False,,0.693360914105595,0.7094168636721828,3,64,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,519,#ff8040,516
14,1816_C3_696_4wk,241.26666666666668,7238,242.0,7260.0,1,Investigating,Left Object,,,,False,,0.7129629629629629,0.7151300236406619,3,64,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,519,#ff8040,516
15,1816_C3_696_4wk,245.03333333333333,7351,247.16666666666666,7415.0,1,Investigating,Right Object,,,,False,,0.7240937746256895,0.730397951142632,3,64,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,520,#004080,516
16,1816_C3_696_4wk,266.1,7983,268.1333333333333,8044.0,1,Investigating,Left Object,,,,False,,0.7863475177304965,0.7923561859732072,3,64,0,54,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,519,#ff8040,516
